equipment_id,building_id,equipment_type,system_category,floor_or_zone,manufacturer,model,install_year,rated_power_kw,status,criticality,data_origin
EQ00470,BLD030,Cooling Tower,HVAC,Roof,Carrier,COO-128,2026,407.6,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00471,BLD030,MDB,Electrical,6,Trane,MDB-764,2026,285.4,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00472,BLD030,Cooling Tower,HVAC,Roof,Siemens,COO-925,2026,46.4,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00473,BLD030,Water Pump,Plumbing,15,Hitachi,WAT-162,2026,161.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00474,BLD030,AHU,HVAC,1,Panasonic,AHU-664,2026,295.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ00475,BLD030,CO2 Sensor,BMS,9,LS Electric,CO2-836,2026,0,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00476,BLD030,Chiller,HVAC,13,Siemens,CHI-434,2026,157.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ00477,BLD030,Fire Pump,Fire Safety,4,Panasonic,FIR-798,2026,130.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00478,BLD031,Generator,Electrical,10,Daikin,GEN-991,2015,145.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ00479,BLD031,Humidity Sensor,BMS,2,Grundfos,HUM-579,2026,0,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00480,BLD031,AHU,HVAC,6,Toshiba,AHU-493,2014,402.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00481,BLD031,Transformer,Electrical,1,Daikin,TRA-634,2015,305.6,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00482,BLD031,Fire Pump,Fire Safety,6,Grundfos,FIR-375,2020,228.9,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00483,BLD031,Fire Pump,Fire Safety,6,ABB,FIR-542,2014,165.5,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ00484,BLD031,Cooling Tower,HVAC,Roof,Panasonic,COO-572,2014,420.0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00485,BLD031,Humidity Sensor,BMS,5,Carrier,HUM-763,2016,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00486,BLD031,Chiller,HVAC,1,Mitsubishi,CHI-776,2017,339.1,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00487,BLD031,AHU,HVAC,4,Trane,AHU-616,2017,350.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ00488,BLD031,MDB,Electrical,7,Mitsubishi,MDB-761,2023,407.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ00489,BLD031,Transformer,Electrical,7,Trane,TRA-804,2017,390.1,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00490,BLD031,CO2 Sensor,BMS,2,Siemens,CO2-111,2024,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00491,BLD031,Lift,Vertical Transport,7,Panasonic,LIF-544,2019,277.8,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00492,BLD031,MDB,Electrical,3,Panasonic,MDB-799,2016,373.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ00493,BLD031,Transformer,Electrical,4,Grundfos,TRA-278,2018,392.0,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00494,BLD032,Chiller,HVAC,6,Grundfos,CHI-873,2024,327.1,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00495,BLD032,MDB,Electrical,1,Toshiba,MDB-208,2024,101.5,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ00496,BLD032,Water Pump,Plumbing,14,Hitachi,WAT-912,2026,73.5,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00497,BLD032,CO2 Sensor,BMS,16,Grundfos,CO2-470,2026,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00498,BLD032,Cooling Tower,HVAC,Roof,Hitachi,COO-147,2025,263.9,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00499,BLD032,Lift,Vertical Transport,22,Daikin,LIF-627,2024,419.2,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00500,BLD032,CO2 Sensor,BMS,20,Hitachi,CO2-509,2024,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00501,BLD032,CO2 Sensor,BMS,18,Schneider,CO2-647,2025,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00502,BLD032,AHU,HVAC,2,Panasonic,AHU-875,2024,267.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00503,BLD032,Lift,Vertical Transport,2,Grundfos,LIF-307,2026,364.1,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00504,BLD033,Lift,Vertical Transport,25,LS Electric,LIF-681,2017,363.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ00505,BLD033,Temperature Sensor,BMS,18,Hitachi,TEM-195,2020,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00506,BLD033,AHU,HVAC,3,Panasonic,AHU-641,2017,133.6,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ00507,BLD033,AHU,HVAC,8,Hitachi,AHU-321,2026,246.5,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00508,BLD033,FCU,HVAC,33,ABB,FCU-788,2024,383.9,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00509,BLD033,CO2 Sensor,BMS,19,Panasonic,CO2-698,2023,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00510,BLD033,Chiller,HVAC,23,Panasonic,CHI-818,2023,73.5,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00511,BLD033,Temperature Sensor,BMS,12,Schneider,TEM-751,2024,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00512,BLD033,Temperature Sensor,BMS,14,Toshiba,TEM-288,2024,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00513,BLD033,FCU,HVAC,3,Siemens,FCU-249,2017,239.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ00514,BLD033,Split AC,HVAC,6,Carrier,SPL-571,2024,296.3,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ00515,BLD033,Humidity Sensor,BMS,30,ABB,HUM-714,2023,0,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ00516,BLD034,Humidity Sensor,BMS,2,Toshiba,HUM-681,2021,0,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ00517,BLD034,Lift,Vertical Transport,4,ABB,LIF-220,2026,285.4,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ00518,BLD034,FCU,HVAC,19,Carrier,FCU-402,2024,308.8,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00519,BLD034,Split AC,HVAC,3,Hitachi,SPL-429,2020,321.8,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00520,BLD034,Booster Pump,Plumbing,14,ABB,BOO-727,2002,403.1,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ00521,BLD034,Fire Pump,Fire Safety,19,Siemens,FIR-399,2015,49.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00522,BLD034,CO2 Sensor,BMS,19,ABB,CO2-653,2000,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00523,BLD034,Chiller,HVAC,14,Siemens,CHI-318,2021,234.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ00524,BLD034,Chiller,HVAC,8,Panasonic,CHI-775,2005,32.6,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00525,BLD034,AHU,HVAC,14,Mitsubishi,AHU-445,2021,336.5,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00526,BLD034,Lift,Vertical Transport,4,Schneider,LIF-663,2002,189.0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00527,BLD034,Booster Pump,Plumbing,13,Grundfos,BOO-461,2025,332.8,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00528,BLD034,Transformer,Electrical,12,LS Electric,TRA-640,2004,170.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00529,BLD034,MDB,Electrical,15,Toshiba,MDB-771,2017,155.3,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00530,BLD034,Humidity Sensor,BMS,5,Daikin,HUM-259,2006,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00531,BLD034,MDB,Electrical,6,Grundfos,MDB-837,2015,150.7,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00532,BLD034,CO2 Sensor,BMS,18,Daikin,CO2-414,2019,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00533,BLD034,CO2 Sensor,BMS,12,Panasonic,CO2-271,2021,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00534,BLD034,Generator,Electrical,7,Carrier,GEN-541,2019,382.8,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00535,BLD035,Booster Pump,Plumbing,2,LS Electric,BOO-813,2012,269.7,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00536,BLD035,CO2 Sensor,BMS,7,LS Electric,CO2-209,2017,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00537,BLD035,Lift,Vertical Transport,19,Hitachi,LIF-129,2012,361.9,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00538,BLD035,Temperature Sensor,BMS,27,Schneider,TEM-842,2022,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00539,BLD035,AHU,HVAC,22,Siemens,AHU-919,2022,368.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00540,BLD035,Temperature Sensor,BMS,26,Daikin,TEM-461,2015,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00541,BLD035,Cooling Tower,HVAC,Roof,Grundfos,COO-577,2025,83.8,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00542,BLD035,Lift,Vertical Transport,22,Panasonic,LIF-966,2023,139.1,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ00543,BLD035,Chiller,HVAC,4,Siemens,CHI-507,2021,436.1,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00544,BLD035,Transformer,Electrical,31,Mitsubishi,TRA-688,2024,203.9,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00545,BLD035,CO2 Sensor,BMS,2,LS Electric,CO2-297,2016,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00546,BLD036,FCU,HVAC,13,Toshiba,FCU-761,2025,252.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00547,BLD036,Chiller,HVAC,10,Toshiba,CHI-569,2022,68.3,Active,High,SYNTHETIC_VN_REALISTIC
EQ00548,BLD036,FCU,HVAC,22,Hitachi,FCU-895,2025,131.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00549,BLD036,Cooling Tower,HVAC,Roof,Schneider,COO-290,2019,304.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ00550,BLD036,MDB,Electrical,6,Carrier,MDB-656,2023,285.4,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00551,BLD036,Water Pump,Plumbing,21,Toshiba,WAT-436,2021,154.6,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00552,BLD036,Lighting Panel,Lighting,13,Daikin,LIG-468,2022,88.1,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ00553,BLD036,Humidity Sensor,BMS,4,Trane,HUM-225,2023,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00554,BLD036,Chiller,HVAC,17,Mitsubishi,CHI-920,2026,284.9,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00555,BLD036,Booster Pump,Plumbing,21,Siemens,BOO-523,2020,222.5,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00556,BLD036,AHU,HVAC,18,Hitachi,AHU-247,2025,10.2,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00557,BLD036,Lighting Panel,Lighting,10,Schneider,LIG-337,2024,356.7,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00558,BLD036,Water Pump,Plumbing,13,LS Electric,WAT-135,2023,376.2,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00559,BLD036,Transformer,Electrical,11,Carrier,TRA-609,2022,420.4,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00560,BLD037,AHU,HVAC,6,ABB,AHU-888,2011,218.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ00561,BLD037,Booster Pump,Plumbing,17,Hitachi,BOO-415,2007,58.7,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00562,BLD037,AHU,HVAC,11,Carrier,AHU-900,2004,111.5,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00563,BLD037,Split AC,HVAC,5,Grundfos,SPL-228,2011,270.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ00564,BLD037,CO2 Sensor,BMS,8,Trane,CO2-612,2024,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00565,BLD037,Temperature Sensor,BMS,12,Siemens,TEM-474,2018,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00566,BLD037,Chiller,HVAC,1,Schneider,CHI-944,2011,304.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00567,BLD037,MDB,Electrical,11,Schneider,MDB-584,2008,413.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ00568,BLD037,Water Pump,Plumbing,18,LS Electric,WAT-522,2017,18.7,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00569,BLD037,AHU,HVAC,1,Grundfos,AHU-589,2006,104.8,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ00570,BLD037,CO2 Sensor,BMS,9,Toshiba,CO2-815,2023,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00571,BLD037,Fire Pump,Fire Safety,9,Panasonic,FIR-605,2005,1.1,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00572,BLD037,Humidity Sensor,BMS,15,Siemens,HUM-670,2011,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00573,BLD037,Cooling Tower,HVAC,Roof,Mitsubishi,COO-879,2018,51.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ00574,BLD037,Cooling Tower,HVAC,Roof,Mitsubishi,COO-317,2019,262.6,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00575,BLD037,Fire Pump,Fire Safety,3,ABB,FIR-296,2012,96.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ00576,BLD037,Humidity Sensor,BMS,16,Daikin,HUM-521,2016,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00577,BLD037,Transformer,Electrical,10,Schneider,TRA-786,2011,141.8,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00578,BLD037,Cooling Tower,HVAC,Roof,Trane,COO-577,2008,297.2,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00579,BLD037,Transformer,Electrical,6,ABB,TRA-587,2014,95.6,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00580,BLD037,FCU,HVAC,19,Toshiba,FCU-934,2016,334.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ00581,BLD038,Lift,Vertical Transport,2,Toshiba,LIF-550,2024,181.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ00582,BLD038,Humidity Sensor,BMS,5,Daikin,HUM-719,2026,0,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ00583,BLD038,Generator,Electrical,4,Schneider,GEN-386,2024,411.4,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ00584,BLD038,Humidity Sensor,BMS,1,Mitsubishi,HUM-551,2024,0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00585,BLD038,Chiller,HVAC,1,Toshiba,CHI-545,2024,231.8,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00586,BLD038,Cooling Tower,HVAC,Roof,Daikin,COO-175,2024,17.2,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00587,BLD038,CO2 Sensor,BMS,6,Daikin,CO2-353,2026,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00588,BLD038,AHU,HVAC,5,Hitachi,AHU-164,2026,341.2,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00589,BLD038,AHU,HVAC,1,Mitsubishi,AHU-809,2023,53.2,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00590,BLD038,Temperature Sensor,BMS,3,Toshiba,TEM-958,2024,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00591,BLD038,Split AC,HVAC,6,Daikin,SPL-131,2023,254.5,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ00592,BLD038,FCU,HVAC,2,LS Electric,FCU-904,2025,200.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00593,BLD038,FCU,HVAC,2,Siemens,FCU-992,2026,275.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ00594,BLD038,Chiller,HVAC,6,Panasonic,CHI-975,2026,437.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ00595,BLD038,Lighting Panel,Lighting,5,Toshiba,LIG-351,2024,389.3,Active,High,SYNTHETIC_VN_REALISTIC
EQ00596,BLD038,Lift,Vertical Transport,3,ABB,LIF-665,2026,148.9,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00597,BLD038,Split AC,HVAC,1,Daikin,SPL-393,2026,208.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ00598,BLD039,Transformer,Electrical,21,Hitachi,TRA-245,2012,420.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ00599,BLD039,Lighting Panel,Lighting,10,Siemens,LIG-627,2001,141.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00600,BLD039,Temperature Sensor,BMS,11,Toshiba,TEM-226,2025,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00601,BLD039,Lighting Panel,Lighting,12,ABB,LIG-809,2003,400.4,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00602,BLD039,Lift,Vertical Transport,9,Daikin,LIF-213,2000,436.7,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00603,BLD039,Generator,Electrical,21,Hitachi,GEN-189,2007,48.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ00604,BLD039,Temperature Sensor,BMS,12,Trane,TEM-672,2001,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00605,BLD039,Lighting Panel,Lighting,7,Carrier,LIG-375,2021,341.0,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ00606,BLD039,Lift,Vertical Transport,8,Daikin,LIF-296,2003,121.5,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00607,BLD039,Transformer,Electrical,3,Daikin,TRA-831,2003,75.7,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00608,BLD039,Humidity Sensor,BMS,6,Hitachi,HUM-335,2004,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00609,BLD039,Lift,Vertical Transport,12,LS Electric,LIF-214,2020,416.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ00610,BLD039,Water Pump,Plumbing,12,Siemens,WAT-431,2001,112.7,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00611,BLD039,Lift,Vertical Transport,11,Hitachi,LIF-206,2005,177.0,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ00612,BLD039,Lift,Vertical Transport,5,Mitsubishi,LIF-669,2005,50.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ00613,BLD040,Booster Pump,Plumbing,4,Carrier,BOO-200,2026,448.3,Active,High,SYNTHETIC_VN_REALISTIC
EQ00614,BLD040,Water Pump,Plumbing,33,Daikin,WAT-271,2011,316.9,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00615,BLD040,Cooling Tower,HVAC,Roof,Panasonic,COO-127,2017,415.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00616,BLD040,AHU,HVAC,20,Carrier,AHU-584,2013,376.2,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00617,BLD040,Generator,Electrical,22,Schneider,GEN-269,2016,25.1,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00618,BLD040,Cooling Tower,HVAC,Roof,Trane,COO-622,2023,431.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ00619,BLD040,Split AC,HVAC,17,Grundfos,SPL-690,2010,232.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ00620,BLD040,Fire Pump,Fire Safety,9,Panasonic,FIR-774,2009,124.6,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00621,BLD040,Chiller,HVAC,22,Panasonic,CHI-967,2014,276.5,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00622,BLD040,Cooling Tower,HVAC,Roof,LS Electric,COO-494,2024,198.6,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00623,BLD041,Cooling Tower,HVAC,Roof,Daikin,COO-301,2025,68.9,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ00624,BLD041,Lighting Panel,Lighting,1,Carrier,LIG-670,2026,42.1,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00625,BLD041,Lighting Panel,Lighting,10,Schneider,LIG-133,2025,65.0,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ00626,BLD041,Lift,Vertical Transport,24,Toshiba,LIF-888,2026,193.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ00627,BLD041,Fire Pump,Fire Safety,21,Daikin,FIR-406,2025,427.6,Active,High,SYNTHETIC_VN_REALISTIC
EQ00628,BLD041,MDB,Electrical,1,Carrier,MDB-256,2025,76.7,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00629,BLD041,AHU,HVAC,26,Trane,AHU-225,2025,430.2,Active,High,SYNTHETIC_VN_REALISTIC
EQ00630,BLD041,AHU,HVAC,14,Carrier,AHU-991,2025,319.7,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00631,BLD041,Water Pump,Plumbing,8,ABB,WAT-585,2025,314.9,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00632,BLD041,Chiller,HVAC,11,Siemens,CHI-643,2025,320.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ00633,BLD041,AHU,HVAC,6,ABB,AHU-261,2025,44.0,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00634,BLD041,Chiller,HVAC,26,Schneider,CHI-775,2025,183.3,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00635,BLD041,AHU,HVAC,20,Grundfos,AHU-249,2025,432.2,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00636,BLD041,Booster Pump,Plumbing,22,Carrier,BOO-377,2025,88.4,Active,High,SYNTHETIC_VN_REALISTIC
EQ00637,BLD042,Lighting Panel,Lighting,22,Trane,LIG-993,2016,149.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ00638,BLD042,MDB,Electrical,9,Schneider,MDB-158,2026,290.8,Active,High,SYNTHETIC_VN_REALISTIC
EQ00639,BLD042,CO2 Sensor,BMS,17,Panasonic,CO2-514,2011,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00640,BLD042,Water Pump,Plumbing,5,Hitachi,WAT-283,2020,291.4,Maintenance,Low,SYNTHETIC_VN_REALISTIC
EQ00641,BLD042,Transformer,Electrical,9,LS Electric,TRA-892,2017,245.2,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00642,BLD042,Cooling Tower,HVAC,Roof,Toshiba,COO-168,2008,12.1,Active,High,SYNTHETIC_VN_REALISTIC
EQ00643,BLD042,CO2 Sensor,BMS,17,LS Electric,CO2-929,2010,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00644,BLD042,Transformer,Electrical,6,Schneider,TRA-834,2017,402.5,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00645,BLD042,Fire Pump,Fire Safety,20,Toshiba,FIR-732,2012,390.9,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00646,BLD042,FCU,HVAC,29,Toshiba,FCU-441,2013,337.5,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00647,BLD042,FCU,HVAC,3,Siemens,FCU-357,2026,223.3,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00648,BLD042,Water Pump,Plumbing,3,LS Electric,WAT-616,2008,391.3,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00649,BLD042,Humidity Sensor,BMS,21,Toshiba,HUM-572,2008,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00650,BLD042,Split AC,HVAC,23,Daikin,SPL-400,2025,428.9,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00651,BLD042,CO2 Sensor,BMS,7,Mitsubishi,CO2-497,2016,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00652,BLD042,CO2 Sensor,BMS,25,Carrier,CO2-967,2022,0,Standby,Low,SYNTHETIC_VN_REALISTIC
EQ00653,BLD043,Lighting Panel,Lighting,11,Schneider,LIG-966,2014,396.0,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00654,BLD043,Chiller,HVAC,5,Carrier,CHI-126,2020,354.9,Standby,High,SYNTHETIC_VN_REALISTIC
EQ00655,BLD043,Temperature Sensor,BMS,8,Daikin,TEM-368,2025,0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00656,BLD043,CO2 Sensor,BMS,4,Panasonic,CO2-197,2019,0,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00657,BLD043,Water Pump,Plumbing,6,Siemens,WAT-381,2022,143.9,Active,High,SYNTHETIC_VN_REALISTIC
EQ00658,BLD043,Booster Pump,Plumbing,12,ABB,BOO-888,2020,335.5,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00659,BLD043,Lighting Panel,Lighting,10,Hitachi,LIG-329,2024,17.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ00660,BLD043,Humidity Sensor,BMS,4,Trane,HUM-513,2015,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00661,BLD043,Chiller,HVAC,7,Panasonic,CHI-660,2022,96.4,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00662,BLD043,CO2 Sensor,BMS,8,Siemens,CO2-328,2013,0,Standby,Medium,SYNTHETIC_VN_REALISTIC
EQ00663,BLD043,Split AC,HVAC,1,Grundfos,SPL-400,2014,109.0,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00664,BLD043,Lighting Panel,Lighting,6,Daikin,LIG-204,2023,82.6,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00665,BLD043,Water Pump,Plumbing,10,Panasonic,WAT-473,2017,232.8,Active,Medium,SYNTHETIC_VN_REALISTIC
EQ00666,BLD043,AHU,HVAC,5,Toshiba,AHU-739,2026,115.7,Active,High,SYNTHETIC_VN_REALISTIC
EQ00667,BLD043,Booster Pump,Plumbing,2,Daikin,BOO-195,2015,33.0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00668,BLD043,Humidity Sensor,BMS,4,Hitachi,HUM-683,2018,0,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00669,BLD043,Transformer,Electrical,9,Siemens,TRA-213,2025,286.3,Maintenance,High,SYNTHETIC_VN_REALISTIC
EQ00670,BLD043,Booster Pump,Plumbing,10,Carrier,BOO-263,2025,308.4,Active,Low,SYNTHETIC_VN_REALISTIC
EQ00671,BLD043,Split AC,HVAC,4,Carrier,SPL-680,2020,447.3,Maintenance,Medium,SYNTHETIC_VN_REALISTIC
EQ00672,BLD043,Booster Pump,Plumbing,2,Daikin,BOO-412,2025,70.0,Active,High,SYNTHETIC_VN_REALISTIC
EQ00673,BLD043,Cooling Tower,HVAC,Roof,Carrier,COO-117,2015,137.9,Active,High,SYNTHETIC_VN_REALISTIC
