fault_id,equipment_id,building_id,fault_timestamp,fault_type,severity,acknowledged,resolved,data_origin
FLT00209,EQ01603,BLD102,2026-04-24 12:00:00,Overcurrent,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00210,EQ01335,BLD085,2026-02-16 05:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00211,EQ01535,BLD097,2026-07-30 15:00:00,Low Pressure,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00212,EQ01529,BLD097,2026-05-26 15:00:00,Low Pressure,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00213,EQ00402,BLD026,2026-02-25 17:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00214,EQ00320,BLD021,2026-01-30 04:00:00,Communication Loss,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00215,EQ00259,BLD017,2026-04-22 09:00:00,Valve Stuck,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00216,EQ01681,BLD107,2026-02-10 16:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00217,EQ00178,BLD013,2026-05-05 13:00:00,Low Flow,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00218,EQ00190,BLD013,2026-08-26 12:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00219,EQ00454,BLD029,2026-03-06 02:00:00,Overcurrent,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00220,EQ01592,BLD101,2026-09-01 04:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00221,EQ00983,BLD063,2026-08-23 07:00:00,Overcurrent,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00222,EQ00428,BLD028,2026-06-07 15:00:00,Low Pressure,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00223,EQ00847,BLD055,2026-06-14 21:00:00,High Temperature,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00224,EQ00227,BLD015,2026-07-21 20:00:00,High Temperature,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00225,EQ00617,BLD040,2026-05-21 17:00:00,Abnormal Vibration,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00226,EQ01294,BLD083,2026-04-06 12:00:00,Low Flow,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00227,EQ01571,BLD099,2026-05-15 09:00:00,Abnormal Vibration,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00228,EQ01672,BLD106,2026-02-18 18:00:00,Communication Loss,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00229,EQ00361,BLD024,2026-01-15 20:00:00,Low Pressure,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00230,EQ00189,BLD013,2026-06-14 02:00:00,Valve Stuck,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00231,EQ01384,BLD088,2026-01-17 13:00:00,Low Flow,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00232,EQ00217,BLD015,2026-02-20 16:00:00,Abnormal Vibration,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00233,EQ00931,BLD059,2026-02-11 22:00:00,Communication Loss,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00234,EQ01867,BLD117,2026-08-26 02:00:00,High Temperature,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00235,EQ01728,BLD110,2026-03-29 15:00:00,Communication Loss,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00236,EQ00030,BLD002,2026-04-19 06:00:00,Sensor Drift,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00237,EQ00459,BLD030,2026-05-30 09:00:00,Overcurrent,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00238,EQ00816,BLD053,2026-07-01 22:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00239,EQ00463,BLD030,2026-04-17 02:00:00,Abnormal Vibration,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00240,EQ01040,BLD066,2026-01-09 15:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00241,EQ01814,BLD114,2026-05-11 04:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00242,EQ01410,BLD090,2026-02-26 21:00:00,Valve Stuck,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00243,EQ00514,BLD033,2026-09-06 18:00:00,Low Flow,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00244,EQ00144,BLD010,2026-08-04 18:00:00,Low Pressure,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00245,EQ00778,BLD050,2026-04-15 09:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00246,EQ01850,BLD117,2026-07-05 22:00:00,Abnormal Vibration,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00247,EQ01532,BLD097,2026-01-31 12:00:00,High Temperature,Critical,No,No,SYNTHETIC_VN_REALISTIC
FLT00248,EQ00913,BLD058,2026-05-18 04:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00249,EQ00799,BLD052,2026-08-01 05:00:00,Valve Stuck,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00250,EQ00576,BLD037,2026-03-04 21:00:00,Overcurrent,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00251,EQ00743,BLD048,2026-07-10 04:00:00,Low Pressure,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00252,EQ01285,BLD082,2026-01-15 11:00:00,Communication Loss,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00253,EQ01374,BLD088,2026-06-16 11:00:00,Low Flow,Critical,No,No,SYNTHETIC_VN_REALISTIC
FLT00254,EQ01676,BLD106,2026-04-07 16:00:00,Low Flow,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00255,EQ00343,BLD022,2026-07-30 12:00:00,Overcurrent,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00256,EQ01454,BLD092,2026-05-16 19:00:00,Abnormal Vibration,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00257,EQ01674,BLD106,2026-05-26 06:00:00,Low Flow,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00258,EQ00047,BLD003,2026-05-18 16:00:00,Abnormal Vibration,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00259,EQ00402,BLD026,2026-03-23 07:00:00,Low Flow,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00260,EQ00688,BLD044,2026-02-18 14:00:00,Overcurrent,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00261,EQ01800,BLD114,2026-07-09 21:00:00,Sensor Drift,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00262,EQ00849,BLD055,2026-03-01 02:00:00,Sensor Drift,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00263,EQ00331,BLD022,2026-06-29 21:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00264,EQ00563,BLD037,2026-08-30 17:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00265,EQ00672,BLD043,2026-03-01 01:00:00,Valve Stuck,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00266,EQ00004,BLD001,2026-05-26 04:00:00,Low Pressure,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00267,EQ00781,BLD050,2026-09-07 09:00:00,Sensor Drift,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00268,EQ00953,BLD061,2026-07-12 11:00:00,Overcurrent,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00269,EQ01889,BLD119,2026-07-08 01:00:00,Communication Loss,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00270,EQ00542,BLD035,2026-08-12 11:00:00,Low Flow,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00271,EQ00435,BLD028,2026-07-17 08:00:00,Valve Stuck,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00272,EQ01417,BLD090,2026-08-31 19:00:00,Low Flow,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00273,EQ01040,BLD066,2026-02-24 12:00:00,Low Pressure,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00274,EQ00201,BLD014,2026-02-12 08:00:00,Valve Stuck,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00275,EQ01651,BLD105,2026-01-25 13:00:00,Abnormal Vibration,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00276,EQ00046,BLD003,2026-02-15 02:00:00,Communication Loss,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00277,EQ00582,BLD038,2026-07-07 23:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00278,EQ01470,BLD093,2026-03-01 01:00:00,Low Flow,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00279,EQ00534,BLD034,2026-05-06 23:00:00,Sensor Drift,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00280,EQ01117,BLD072,2026-07-25 16:00:00,Sensor Drift,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00281,EQ00299,BLD020,2026-01-24 17:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00282,EQ00125,BLD009,2026-07-11 16:00:00,Overcurrent,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00283,EQ00822,BLD053,2026-03-06 00:00:00,Low Pressure,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00284,EQ00768,BLD049,2026-06-11 19:00:00,High Temperature,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00285,EQ00090,BLD006,2026-08-28 07:00:00,Low Pressure,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00286,EQ00275,BLD018,2026-08-28 22:00:00,Overcurrent,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00287,EQ01024,BLD065,2026-05-10 23:00:00,Sensor Drift,High,No,No,SYNTHETIC_VN_REALISTIC
FLT00288,EQ01194,BLD077,2026-03-22 07:00:00,Overcurrent,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00289,EQ01110,BLD071,2026-02-21 02:00:00,Overcurrent,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00290,EQ01155,BLD074,2026-03-31 08:00:00,Low Flow,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00291,EQ01020,BLD065,2026-08-10 15:00:00,Low Flow,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00292,EQ00353,BLD023,2026-07-15 03:00:00,High Temperature,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00293,EQ00291,BLD019,2026-08-23 00:00:00,Communication Loss,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00294,EQ00024,BLD002,2026-04-05 08:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00295,EQ00032,BLD002,2026-05-19 19:00:00,Low Pressure,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00296,EQ01517,BLD096,2026-04-05 15:00:00,Sensor Drift,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00297,EQ00439,BLD029,2026-02-22 13:00:00,Low Pressure,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00298,EQ01591,BLD101,2026-03-31 03:00:00,Low Flow,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00299,EQ01643,BLD104,2026-07-03 16:00:00,Valve Stuck,High,No,No,SYNTHETIC_VN_REALISTIC
FLT00300,EQ00110,BLD007,2026-02-12 08:00:00,Low Pressure,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00301,EQ01646,BLD104,2026-02-15 07:00:00,Abnormal Vibration,High,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00302,EQ01418,BLD090,2026-03-03 15:00:00,Low Pressure,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00303,EQ00888,BLD057,2026-07-04 11:00:00,Valve Stuck,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00304,EQ01734,BLD110,2026-03-05 17:00:00,Sensor Drift,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00305,EQ01416,BLD090,2026-07-15 14:00:00,Communication Loss,High,No,No,SYNTHETIC_VN_REALISTIC
FLT00306,EQ01455,BLD092,2026-04-26 14:00:00,Low Flow,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00307,EQ01870,BLD117,2026-04-21 09:00:00,High Temperature,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00308,EQ01399,BLD089,2026-02-19 01:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00309,EQ00092,BLD006,2026-08-03 16:00:00,Valve Stuck,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00310,EQ01244,BLD080,2026-01-09 07:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00311,EQ01237,BLD079,2026-08-26 17:00:00,Communication Loss,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00312,EQ00615,BLD040,2026-08-14 19:00:00,Abnormal Vibration,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00313,EQ01050,BLD067,2026-03-05 08:00:00,Communication Loss,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00314,EQ00996,BLD064,2026-08-17 15:00:00,Valve Stuck,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00315,EQ01617,BLD103,2026-01-04 19:00:00,Low Pressure,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00316,EQ00818,BLD053,2026-05-24 12:00:00,Sensor Drift,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00317,EQ00473,BLD030,2026-07-23 17:00:00,Overcurrent,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00318,EQ01782,BLD113,2026-03-05 10:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00319,EQ01054,BLD068,2026-07-17 23:00:00,Communication Loss,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00320,EQ00730,BLD047,2026-02-16 20:00:00,Abnormal Vibration,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00321,EQ01827,BLD115,2026-08-13 10:00:00,Sensor Drift,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00322,EQ00808,BLD053,2026-06-09 01:00:00,Overcurrent,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00323,EQ01596,BLD101,2026-04-28 22:00:00,Communication Loss,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00324,EQ01903,BLD119,2026-03-22 20:00:00,Communication Loss,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00325,EQ00817,BLD053,2026-05-09 21:00:00,Valve Stuck,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00326,EQ01253,BLD080,2026-05-14 13:00:00,Sensor Drift,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00327,EQ00685,BLD044,2026-08-17 09:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00328,EQ00861,BLD056,2026-09-05 13:00:00,Sensor Drift,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00329,EQ01753,BLD111,2026-05-10 22:00:00,Sensor Drift,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00330,EQ00921,BLD059,2026-03-14 07:00:00,Low Flow,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00331,EQ01200,BLD077,2026-06-15 09:00:00,Low Flow,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00332,EQ00408,BLD027,2026-02-13 17:00:00,Low Pressure,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00333,EQ01423,BLD091,2026-04-01 09:00:00,Low Flow,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00334,EQ00813,BLD053,2026-03-24 19:00:00,Communication Loss,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00335,EQ01081,BLD069,2026-02-05 22:00:00,Communication Loss,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00336,EQ00306,BLD020,2026-06-09 08:00:00,Abnormal Vibration,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00337,EQ01688,BLD107,2026-03-30 13:00:00,Sensor Drift,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00338,EQ01002,BLD064,2026-03-01 00:00:00,Abnormal Vibration,Critical,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00339,EQ01806,BLD114,2026-03-30 21:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00340,EQ00191,BLD014,2026-01-10 22:00:00,Valve Stuck,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00341,EQ01042,BLD067,2026-03-20 12:00:00,Valve Stuck,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00342,EQ01143,BLD073,2026-07-04 15:00:00,Valve Stuck,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00343,EQ00748,BLD048,2026-06-04 03:00:00,Abnormal Vibration,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00344,EQ01654,BLD105,2026-02-05 07:00:00,High Temperature,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00345,EQ00021,BLD002,2026-07-22 11:00:00,Valve Stuck,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00346,EQ01698,BLD108,2026-01-30 11:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00347,EQ00067,BLD005,2026-06-08 07:00:00,High Temperature,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00348,EQ00675,BLD044,2026-02-08 11:00:00,Overcurrent,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00349,EQ00995,BLD063,2026-05-31 01:00:00,Overcurrent,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00350,EQ01894,BLD119,2026-06-20 04:00:00,Overcurrent,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00351,EQ00012,BLD001,2026-03-04 00:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00352,EQ00551,BLD036,2026-03-22 05:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00353,EQ01476,BLD093,2026-07-16 02:00:00,High Temperature,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00354,EQ00234,BLD016,2026-03-21 12:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00355,EQ00727,BLD047,2026-06-23 12:00:00,Low Flow,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00356,EQ01805,BLD114,2026-01-17 09:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00357,EQ01063,BLD068,2026-05-15 08:00:00,Communication Loss,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00358,EQ00616,BLD040,2026-01-08 03:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00359,EQ00469,BLD030,2026-02-03 04:00:00,Overcurrent,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00360,EQ01855,BLD117,2026-06-01 09:00:00,Sensor Drift,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00361,EQ00927,BLD059,2026-06-23 09:00:00,Communication Loss,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00362,EQ00544,BLD035,2026-05-17 19:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00363,EQ01476,BLD093,2026-07-18 11:00:00,High Temperature,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00364,EQ01822,BLD115,2026-01-29 08:00:00,Communication Loss,Low,No,No,SYNTHETIC_VN_REALISTIC
FLT00365,EQ00140,BLD010,2026-07-16 16:00:00,Sensor Drift,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00366,EQ00400,BLD026,2026-04-08 17:00:00,Valve Stuck,Low,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00367,EQ01330,BLD085,2026-06-12 19:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00368,EQ00252,BLD016,2026-04-09 11:00:00,Low Flow,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00369,EQ00804,BLD052,2026-08-30 23:00:00,Communication Loss,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00370,EQ01423,BLD091,2026-04-07 12:00:00,High Temperature,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00371,EQ00699,BLD045,2026-02-13 04:00:00,Valve Stuck,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00372,EQ00244,BLD016,2026-02-07 00:00:00,Communication Loss,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00373,EQ00298,BLD020,2026-04-22 19:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00374,EQ01601,BLD102,2026-05-19 04:00:00,Valve Stuck,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00375,EQ00794,BLD051,2026-05-13 01:00:00,Abnormal Vibration,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00376,EQ01300,BLD083,2026-04-13 23:00:00,Low Pressure,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00377,EQ01274,BLD082,2026-07-05 17:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00378,EQ01458,BLD093,2026-02-23 21:00:00,Sensor Drift,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00379,EQ00279,BLD019,2026-08-16 11:00:00,Overcurrent,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00380,EQ01108,BLD071,2026-08-29 12:00:00,Communication Loss,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00381,EQ01835,BLD115,2026-09-07 17:00:00,High Temperature,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00382,EQ01891,BLD119,2026-04-09 06:00:00,High Temperature,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00383,EQ01689,BLD107,2026-01-07 15:00:00,Sensor Drift,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00384,EQ00777,BLD050,2026-05-20 04:00:00,Overcurrent,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00385,EQ00252,BLD016,2026-04-19 09:00:00,Low Pressure,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00386,EQ01111,BLD071,2026-06-12 06:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00387,EQ01231,BLD079,2026-08-19 16:00:00,Valve Stuck,Critical,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00388,EQ00389,BLD026,2026-07-07 15:00:00,Communication Loss,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00389,EQ00203,BLD014,2026-04-23 23:00:00,Low Flow,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00390,EQ00544,BLD035,2026-07-27 08:00:00,Low Pressure,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00391,EQ01599,BLD101,2026-03-02 03:00:00,Sensor Drift,Critical,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00392,EQ00766,BLD049,2026-08-07 11:00:00,High Temperature,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00393,EQ00709,BLD046,2026-05-05 23:00:00,High Temperature,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00394,EQ01401,BLD089,2026-01-10 07:00:00,Overcurrent,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00395,EQ00640,BLD042,2026-03-04 08:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00396,EQ00762,BLD049,2026-08-03 10:00:00,Communication Loss,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00397,EQ01767,BLD112,2026-05-29 14:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00398,EQ01656,BLD105,2026-06-21 13:00:00,High Temperature,High,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00399,EQ01430,BLD091,2026-01-25 17:00:00,High Temperature,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00400,EQ00254,BLD017,2026-04-21 17:00:00,Low Pressure,Critical,No,No,SYNTHETIC_VN_REALISTIC
FLT00401,EQ01021,BLD065,2026-08-26 18:00:00,Communication Loss,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00402,EQ00026,BLD002,2026-05-06 04:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00403,EQ01850,BLD117,2026-05-03 05:00:00,High Temperature,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00404,EQ00949,BLD060,2026-06-30 14:00:00,Communication Loss,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00405,EQ00035,BLD003,2026-05-31 21:00:00,Abnormal Vibration,Critical,No,No,SYNTHETIC_VN_REALISTIC
FLT00406,EQ00256,BLD017,2026-01-02 03:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00407,EQ00255,BLD017,2026-01-10 02:00:00,Communication Loss,Low,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00408,EQ00581,BLD038,2026-07-13 18:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00409,EQ00209,BLD014,2026-04-30 23:00:00,Abnormal Vibration,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00410,EQ01848,BLD116,2026-01-17 18:00:00,Valve Stuck,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00411,EQ00912,BLD058,2026-08-24 06:00:00,Abnormal Vibration,Low,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00412,EQ00054,BLD004,2026-02-15 22:00:00,Communication Loss,High,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00413,EQ00642,BLD042,2026-03-22 02:00:00,Overcurrent,Medium,No,No,SYNTHETIC_VN_REALISTIC
FLT00414,EQ01015,BLD064,2026-04-29 13:00:00,Low Pressure,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00415,EQ01136,BLD073,2026-01-07 20:00:00,Valve Stuck,Medium,No,Yes,SYNTHETIC_VN_REALISTIC
FLT00416,EQ00358,BLD024,2026-03-18 11:00:00,Communication Loss,Medium,Yes,Yes,SYNTHETIC_VN_REALISTIC
FLT00417,EQ00795,BLD051,2026-03-06 03:00:00,Sensor Drift,Medium,Yes,No,SYNTHETIC_VN_REALISTIC
FLT00418,EQ00817,BLD053,2026-01-14 08:00:00,Communication Loss,High,Yes,No,SYNTHETIC_VN_REALISTIC
